;Month;Day;Hour;Air pressure;Air temperature;RAD radiation;Precipitation;Realtive humidity;UVB radiation;CO;NO2;NOx;O3;PM2.5;PM10;SO2;C6H6;timestamp
96407;1;1;0;1008.0;-6.6;0.0;62.8;0.3;137.9;0.799;41.0;50.0;11.0;10.0;92.0;;5.01;0
96408;1;1;1;1007.8;-7.4;0.0;69.6;0.5;98.7;0.843089;38.997;67.3052;14.3284;4.52378;233.76;244.272;5.2538800000000005;1
96409;1;1;2;1007.7;-7.1;0.0;72.3;0.6;156.5;0.6374489999999999;33.4732;41.8251;12.6397;10.1911;81.7649;102.633;4.7413300000000005;2
96410;1;1;3;1007.4;-6.5;0.0;71.0;0.5;161.9;0.686096;37.8838;47.597;9.6662;6.09978;67.1229;77.7259;4.6658;3
96411;1;1;4;1007.3;-5.6;0.0;69.2;0.5;155.8;0.748351;39.5837;54.0869;10.4162;4.21295;61.2146;69.5621;4.77038;4
96412;1;1;5;1007.2;-5.4;0.0;68.4;0.7;153.8;0.7285689999999999;32.5428;41.0801;9.043;7.85548;54.6931;65.5295;4.71317;5
96413;1;1;6;1007.1;-5.3;0.0;69.8;0.5;139.3;0.666396;25.2319;28.881;8.66028;11.413;56.7127;65.53399999999999;4.7075;6
96414;1;1;7;1007.1;-5.0;0.0;71.0;0.4;158.4;0.704393;30.0091;37.8971;7.494269999999998;4.6584400000000015;52.4072;64.54899999999999;4.76285;7
96415;1;1;8;1007.1;-5.1;0.0;78.5;0.5;132.7;0.74733;28.8273;37.7111;5.03215;3.97163;64.7542;71.2644;4.93193;8
96416;1;1;9;1007.3;-5.2;0.0;88.7;0.4;158.7;0.7459899999999999;22.7206;29.5516;5.4946;7.17834;69.9767;76.91;4.95661;9
96417;1;1;10;1007.1;-4.9;0.0;93.9;0.6;156.7;0.783654;23.8461;35.4936;9.01707;8.95861;77.8197;81.1304;5.75392;10
96418;1;1;11;1007.1;-4.2;0.0;96.3;0.1;169.1;0.7981739999999999;27.5376;48.0306;12.9517;6.32975;86.8537;90.3096;5.6687;11
96419;1;1;12;1006.9;-3.8;0.0;96.7;0.4;120.8;1.0103;27.73;58.8221;18.0472;5.85745;95.838;101.885;6.17212;12
96420;1;1;13;1006.6;-3.8;0.0;97.1;0.6;96.9;0.810247;19.9983;36.432;12.7942;8.30445;83.916;86.4934;6.239719999999998;13
96421;1;1;14;1006.4;-3.6;2.0;97.5;0.6;94.4;0.810017;19.18;31.4566;10.2173;10.919;82.9321;82.5243;5.67558;14
96422;1;1;15;1006.5;-3.7;0.8;97.2;0.6;86.7;0.793157;22.0532;32.8005;8.84188;9.23016;81.191;83.1016;5.69975;15
96423;1;1;16;1006.7;-3.8;0.5;97.2;0.5;85.2;0.822362;25.3892;35.196;7.9390399999999985;6.582139999999999;82.954;85.4186;5.69492;16
96424;1;1;17;1006.8;-3.8;0.2;97.7;0.6;89.7;0.908967;29.465;42.9888;7.787910000000001;3.3963400000000004;;84.1306;5.96819;17
96425;1;1;18;1006.8;-4.0;0.0;98.1;0.8;100.1;0.773645;24.6469;34.5052;8.11077;4.52855;77.238;77.028;5.89756;18
96426;1;1;19;1006.8;-4.3;0.2;98.6;1.0;110.3;0.663341;18.7166;23.2238;7.08027;9.609;61.5909;64.8063;5.32676;19
96427;1;1;20;1006.8;-4.5;0.0;98.6;1.1;109.8;0.666654;17.0454;19.9823;5.95743;11.4051;64.1397;68.4135;5.46359;20
96428;1;1;21;1007.0;-4.7;0.2;98.6;0.9;111.1;0.67002;19.2671;22.0335;5.48214;11.3551;59.4551;67.0614;5.58702;21
96429;1;1;22;1006.9;-4.7;0.1;98.6;1.0;109.2;0.654995;19.2272;22.1223;5.37588;11.46;70.6883;71.6224;5.6665800000000015;22
96430;1;1;23;1006.7;-5.0;0.1;98.6;1.3;112.1;0.617205;19.1433;21.6047;6.14048;12.8676;62.0741;67.2048;5.7447;23
96431;1;2;0;1006.6;-5.0;0.1;98.6;1.0;114.5;0.669265;23.8296;26.4111;6.70194;9.44993;75.5341;78.8412;6.1515;24
96432;1;2;1;1006.4;-5.0;0.0;98.6;1.1;122.5;0.677084;23.8195;26.6816;8.18085;11.6034;83.7661;87.5497;5.92272;25
96433;1;2;2;1006.3;-5.2;0.0;98.3;1.3;116.8;0.761843;24.5204;26.9409;12.8991;13.4397;87.6642;95.2796;5.89122;26
96434;1;2;3;1006.2;-5.9;0.1;91.7;1.4;105.9;0.951172;28.3177;30.6643;20.8026;15.2396;99.7019;106.764;6.28992;27
96435;1;2;4;1006.3;-7.8;0.1;87.0;1.5;104.2;0.919825;27.0116;29.0898;22.0682;18.014;;98.2576;6.32528;28
96436;1;2;5;1006.5;-9.3;0.1;84.1;1.7;109.8;0.8047529999999999;22.6207;24.6129;18.9694;21.0795;83.954;88.2844;6.073919999999998;29
96437;1;2;6;1006.8;-10.6;0.1;81.8;1.9;112.6;0.604046;15.4958;16.9981;12.299;26.7296;63.2958;69.9693;5.50352;30
96438;1;2;7;1007.3;-11.7;0.1;79.8;1.8;112.1;0.440247;12.2459;13.8517;8.830789999999997;30.1181;45.8776;47.1136;4.794980000000002;31
96439;1;2;8;1007.6;-13.5;0.2;79.1;1.6;110.1;0.34765;10.1527;11.5248;5.61533;32.943000000000005;29.1537;32.2563;3.91813;32
96440;1;2;9;1007.9;-14.3;0.2;80.4;2.0;113.9;0.342656;10.7144;13.4638;6.883189999999999;33.3869;36.7805;40.8635;3.55182;33
96441;1;2;10;1008.2;-13.7;0.3;76.6;2.0;117.1;0.374808;10.5715;14.746;8.51197;35.2555;38.9167;39.6029;3.68345;34
96442;1;2;11;1008.3;-12.7;0.2;71.0;1.7;128.8;0.420451;11.3813;18.7341;13.6864;37.3987;38.2346;48.0923;4.35397;35
96443;1;2;12;1008.0;-12.0;0.2;68.8;1.9;124.2;0.4300350000000001;10.4189;17.2181;13.1464;41.9838;40.3705;44.7554;4.14709;36
96444;1;2;13;1007.6;-10.8;0.2;65.9;2.1;118.2;0.396152;9.30728;13.8251;10.5953;46.8551;37.5802;37.4816;4.14272;37
96445;1;2;14;1007.2;-9.7;0.2;64.5;1.6;115.5;0.4441479999999999;13.7173;19.5408;13.0325;46.2177;47.3407;51.8691;4.49244;38
96446;1;2;15;1007.0;-9.7;0.2;65.3;1.9;115.1;0.458974;14.3858;18.8818;13.7019;44.483;45.9385;48.5332;4.2867;39
96447;1;2;16;1007.1;-10.3;0.2;67.3;1.9;115.9;0.376303;15.5043;18.9174;11.0518;42.0302;35.8947;44.9655;4.19692;40
96448;1;2;17;1007.3;-10.9;;67.4;2.0;116.7;0.419671;16.0862;18.275;11.2104;42.1641;35.0994;41.5952;4.03475;41
96449;1;2;18;1007.3;-11.5;0.2;67.6;1.9;117.2;0.414738;15.2195;17.1899;11.5139;41.3156;32.1738;38.7147;3.879;42
96450;1;2;19;1007.3;-12.0;0.1;68.9;1.7;120.4;0.491344;18.2309;20.8464;12.2642;38.3555;42.3333;41.7861;4.2763300000000015;43
96451;1;2;20;1007.3;-12.4;0.2;70.2;2.0;119.4;0.441856;15.1069;17.1543;10.3689;38.9948;32.2802;45.5887;4.25328;44
96452;1;2;21;1007.2;-12.1;0.2;69.3;2.1;115.3;0.40689;13.0095;14.3018;9.59848;38.4076;39.4808;41.2016;4.17661;45
96453;1;2;22;1007.0;-12.5;0.2;69.4;2.4;117.0;0.390785;13.0977;14.6435;9.63877;35.3769;37.4885;40.41;4.04303;46
96454;1;2;23;1006.8;-13.6;0.0;72.5;1.6;113.5;0.4200430000000001;14.9613;16.4454;10.6097;31.4998;41.2691;45.5652;4.23583;47
96455;1;3;0;1006.6;-14.0;0.1;74.9;1.7;111.2;0.422837;13.7353;15.0287;9.76669;30.3288;40.772;43.8739;4.26949;48
96456;1;3;1;1006.4;-14.2;0.1;75.8;1.6;112.9;0.408771;12.7294;13.9304;10.5942;29.3872;;36.9458;4.1517800000000005;49
96457;1;3;2;1006.4;-14.5;0.0;77.2;1.6;113.8;0.394733;10.9567;11.9982;9.26118;30.5035;36.7177;37.0215;4.08001;50
96458;1;3;3;1006.2;-14.9;0.1;78.1;1.4;110.8;0.401501;10.2824;11.4796;8.00482;31.8587;;38.9698;3.98548;51
96459;1;3;4;1006.0;-15.4;0.2;78.6;1.6;111.0;0.421938;9.75471;10.9742;7.08703;33.1997;;34.1312;3.94016;52
96460;1;3;5;1005.5;-15.8;0.2;79.3;1.7;111.3;0.392107;9.20047;10.1644;6.41546;32.4595;32.4296;35.2196;3.83119;53
96461;1;3;6;1005.2;-16.2;0.2;80.4;1.8;113.3;0.385734;9.95185;11.0625;7.11221;31.4828;35.1626;35.6352;3.5901400000000003;54
96462;1;3;7;1005.0;-16.6;0.2;81.2;1.9;113.2;0.377256;11.545;12.9616;8.7356;29.744;31.5509;33.3278;3.45611;55
96463;1;3;8;1004.8;-16.8;0.3;81.8;1.8;112.2;0.39124;11.7772;13.5058;8.25189;29.41;;31.7928;3.4503800000000004;56
96464;1;3;9;1004.6;-16.5;0.2;80.6;1.5;118.9;0.433284;13.2741;17.0884;9.72704;28.3219;34.5929;42.5382;3.91036;57
96465;1;3;10;1004.1;-16.1;0.2;78.0;1.6;119.0;0.463155;13.2247;19.2272;13.26;29.5371;44.6849;45.8608;4.39657;58
96466;1;3;11;1003.5;-15.6;0.2;75.5;1.6;126.7;0.512097;13.7693;22.0202;17.4314;29.59;49.5915;53.7314;4.8091800000000005;59
96467;1;3;12;1002.7;-15.3;0.2;74.1;1.6;132.0;0.568008;15.0803;25.6714;23.4408;29.1109;55.69300000000001;62.5756;5.2377699999999985;60
96468;1;3;13;1001.8;-14.1;0.1;69.9;1.4;126.3;0.615949;15.5102;27.7975;28.7853;30.1003;57.017;58.6516;5.22729;61
96469;1;3;14;1001.1;-13.5;0.0;67.1;1.4;124.0;0.557565;15.6494;25.8691;23.1588;32.7886;52.7793;59.1602;5.01818;62
96470;1;3;15;1000.3;-13.4;0.2;67.0;1.5;120.3;0.550318;14.6706;21.1387;17.3402;34.8692;47.0288;53.4411;4.76595;63
96471;1;3;16;999.7;-13.9;0.2;69.0;1.2;130.8;0.695096;22.8317;29.7562;21.3653;28.2555;;62.8394;5.1201;64
96472;1;3;17;999.3;-14.5;0.0;71.9;0.8;131.8;0.876267;35.4064;44.9784;28.6473;16.5222;;81.6185;6.05826;65
96473;1;3;18;998.7;-14.9;0.0;75.0;0.8;122.1;1.02643;40.1491;52.9476;26.9443;12.787;85.2782;91.3106;6.06456;66
96474;1;3;19;997.7;-15.1;0.0;77.1;0.8;144.0;1.17773;42.8087;63.5196;32.2391;11.6162;108.774;114.171;6.6615;67
96475;1;3;20;996.7;-15.6;0.1;79.0;1.1;162.4;0.994686;38.7478;53.2149;27.2672;11.6054;98.256;109.816;6.74118;68
96476;1;3;21;995.8;-16.0;0.1;81.3;1.0;153.8;1.1092;40.7187;58.7307;30.3914;10.9844;121.124;126.628;6.93882;69
96477;1;3;22;994.7;-16.3;0.0;82.2;1.4;115.5;1.02196;35.424;46.268;26.0798;13.379;;102.354;6.76127;70
96478;1;3;23;993.4;-16.2;0.0;80.8;1.5;119.0;0.7771239999999999;22.9432;26.4361;21.6878;21.346;69.318;76.4785;6.01326;71
96479;1;4;0;992.1;-16.0;0.0;78.9;1.5;122.4;;;;;20.6462;61.3832;69.2349;5.48186;72
96480;1;4;1;991.0;-16.1;0.1;78.4;1.7;123.5;0.747441;24.8345;27.6673;25.5237;;70.4629;73.6084;5.6583;73
96481;1;4;2;990.0;-16.3;0.2;79.0;1.6;124.2;0.766005;27.1997;30.0107;29.1905;15.8657;69.7264;76.3794;5.7375;74
96482;1;4;3;989.0;-16.2;0.3;79.4;1.7;125.9;0.78862;28.9006;31.8403;30.9753;13.0703;71.2679;77.4253;5.82819;75
96483;1;4;4;987.9;-15.7;0.3;78.7;1.5;122.0;0.867185;33.0864;36.8322;33.7857;8.89597;80.4149;81.5853;5.97605;76
96484;1;4;5;986.8;-15.4;0.2;78.4;1.1;118.0;0.923497;35.3214;40.7171;34.5181;7.31716;83.3838;86.9122;6.1465;77
96485;1;4;6;985.7;-14.9;0.2;77.3;1.5;116.2;0.875341;35.2614;40.8675;33.9996;7.51605;78.4375;83.7;6.04908;78
96486;1;4;7;985.1;-14.3;0.3;76.1;1.3;113.4;0.897951;37.836;47.1719;34.6507;6.9259;70.5063;81.0151;5.94994;79
96487;1;4;8;984.4;-13.9;0.1;74.5;1.6;114.3;0.8734069999999999;38.243;51.312;34.7576;7.08207;68.4922;71.2149;5.83197;80
96488;1;4;9;983.8;-13.5;0.2;72.0;2.0;113.3;0.882359;34.5174;52.7967;33.2618;11.6676;72.6783;75.4156;5.93995;81
96489;1;4;10;983.2;-12.4;0.1;67.9;1.7;118.1;0.874827;30.1398;49.0095;33.4147;17.5829;;;5.29945;82
96490;1;4;11;982.9;-11.2;0.0;64.1;1.5;120.2;0.960477;28.2481;47.9759;35.7241;;;;;83
96491;1;4;12;982.9;-11.0;0.0;63.2;1.6;120.1;1.01417;30.7005;48.8872;33.9675;33.8134;;;;84
96492;1;4;13;;;;;;;;;;;;88.7439;106.717;;85
96493;1;4;14;981.3;-8.9;0.0;61.1;1.3;127.7;1.13434;40.6284;65.3125;35.5689;25.0363;99.3824;102.141;7.599289999999999;86
96494;1;4;15;981.1;-8.7;0.0;61.6;1.1;124.9;1.20243;48.6582;74.1054;36.2095;22.4879;102.474;106.342;7.97455;87
96495;1;4;16;981.1;-8.7;0.0;64.0;1.0;115.6;1.30245;60.8169;93.1886;35.2445;13.713;111.717;116.737;8.5671;88
96496;1;4;17;981.4;-8.3;0.0;65.8;0.9;117.2;1.29631;66.5708;94.6265;35.9848;11.3738;112.998;117.347;8.336739999999999;89
96497;1;4;18;981.7;-8.2;0.1;68.3;1.1;115.2;1.12759;55.2023;67.1899;28.1637;17.8899;96.7835;103.097;8.1621;90
96498;1;4;19;981.9;-8.7;0.2;76.7;1.1;112.9;1.02161;47.3909;54.1921;22.1367;20.6513;92.9823;94.561;7.458260000000001;91
96499;1;4;20;982.0;-9.2;0.0;84.1;1.0;100.0;1.08623;47.8043;58.4762;21.1647;14.3102;93.5843;102.086;7.673539999999999;92
96500;1;4;21;982.0;-9.8;0.0;86.0;1.2;112.5;1.16413;47.3962;63.3389;23.4919;9.74598;105.713;115.136;8.22733;93
96501;1;4;22;982.0;-10.2;0.2;89.1;1.1;109.7;1.13934;46.5231;61.8733;23.2404;8.27007;102.321;114.107;8.18338;94
96502;1;4;23;981.8;-10.3;0.2;92.0;1.0;112.4;1.23035;48.3978;64.6132;22.6111;8.80604;109.998;122.564;8.28634;95
96503;1;5;0;981.8;-10.6;0.0;93.4;1.3;111.0;1.15545;49.4946;62.0407;22.4058;7.562130000000002;111.458;119.318;8.47278;96
96504;1;5;1;981.8;-10.9;0.1;94.1;1.2;110.4;1.12868;50.2481;63.1375;22.9398;7.30268;115.339;119.372;8.43145;97
96505;1;5;2;982.1;-11.0;0.0;94.0;1.2;109.4;1.1423299999999998;47.2506;59.2318;24.917;7.5723699999999985;113.233;116.53;8.32435;98
96506;1;5;3;982.2;-10.5;0.0;91.9;1.4;111.7;1.04787;44.8986;54.2203;29.5062;7.0108;104.191;110.184;8.15068;99
96507;1;5;4;982.0;-10.4;0.0;89.9;1.2;121.1;0.979571;41.4276;48.0556;23.4556;8.20385;90.2428;98.8509;7.555989999999999;100
96508;1;5;5;981.9;-10.3;0.0;88.7;1.0;115.2;0.949149;40.7618;47.5024;21.6499;8.18603;84.8903;95.9408;7.4020899999999985;101
96509;1;5;6;981.8;-10.3;0.0;89.2;1.2;110.4;0.8484440000000001;38.0857;44.2743;21.2175;9.56294;80.1838;81.9719;7.01172;102
96510;1;5;7;981.8;-10.3;;90.0;1.0;108.4;0.811528;38.0235;47.9913;19.9585;8.52771;71.6975;75.6025;6.61371;103
96511;1;5;8;982.1;-10.4;0.0;90.3;1.4;112.6;0.7877890000000001;36.2551;49.7051;19.4309;8.92801;71.0439;76.6384;6.36981;104
96512;1;5;9;982.6;-10.3;0.0;89.4;1.5;113.5;0.863826;35.805;55.1013;17.9579;9.97056;82.7772;85.0287;6.80053;105
96513;1;5;10;982.8;-9.8;0.0;87.4;1.1;113.7;0.993583;36.1302;64.4957;21.7298;13.0404;;100.573;7.47838;106
96514;1;5;11;983.3;-8.9;0.0;84.2;0.8;113.0;1.11498;38.4593;75.4121;28.2139;15.0855;113.77;116.394;7.87915;107
96515;1;5;12;983.2;-7.8;0.0;79.7;0.8;114.2;1.00339;37.8646;70.7672;27.3948;18.6737;99.0547;100.854;7.70194;108
96516;1;5;13;983.0;-7.2;0.0;75.6;1.1;105.4;0.929884;52.5097;111.014;24.5504;23.7218;91.0725;98.0627;7.414739999999999;109
96517;1;5;14;983.3;-7.3;0.0;76.9;1.3;109.5;0.770666;31.0071;45.0921;21.3234;25.1408;;78.5054;6.886889999999998;110
96518;1;5;15;983.7;-7.3;0.0;78.1;1.4;116.3;0.7266130000000001;30.5325;40.2883;21.744;24.0451;68.8457;74.6741;6.53076;111
96519;1;5;16;983.8;-7.3;0.0;80.8;1.2;115.2;0.7481869999999999;37.9098;50.4463;21.1967;16.7135;74.9065;78.1208;6.76755;112
96520;1;5;17;984.1;-7.4;0.0;87.1;1.1;108.6;0.761925;44.8072;61.1809;20.0669;8.78267;75.7616;80.4441;6.93009;113
96521;1;5;18;984.5;-7.4;0.0;90.7;1.1;109.4;0.7916880000000001;45.6091;65.4273;21.6461;6.741789999999999;90.0341;95.7781;7.03026;114
96522;1;5;19;984.6;-7.4;0.0;91.3;1.3;110.8;1.1302;51.51600000000001;73.2009;27.7916;6.677860000000001;122.188;122.896;7.785989999999999;115
96523;1;5;20;984.6;-7.3;0.0;92.0;1.3;110.8;1.31314;54.69;81.5608;32.6977;7.6008;;138.189;8.90757;116
96524;1;5;21;984.8;-7.3;0.0;93.4;1.3;110.2;1.19408;47.7299;64.7078;31.1524;6.21906;116.454;120.655;9.04623;117
96525;1;5;22;984.8;-7.3;0.0;93.5;1.0;108.9;1.14945;44.7934;61.2675;28.7155;7.34686;114.936;118.422;8.84202;118
96526;1;5;23;985.0;-7.1;0.0;92.8;1.3;113.2;1.034;40.3601;49.6753;27.9955;7.77655;105.203;107.318;8.28139;119
96527;1;6;0;985.0;-6.9;0.0;91.6;1.2;106.6;1.01197;37.9699;44.5283;24.8461;9.53973;108.646;110.06;8.033489999999999;120
96528;1;6;1;985.1;-6.8;0.0;91.5;1.0;111.1;1.02135;37.939;45.03100000000001;23.3762;8.64808;104.818;109.98;8.19998;121
96529;1;6;2;985.3;-6.8;0.0;90.9;1.1;111.0;1.02139;37.3019;43.4219;22.4456;7.994289999999999;109.289;109.845;8.22396;122
96530;1;6;3;985.6;-6.8;0.0;90.6;0.9;99.7;1.04841;36.1663;43.3852;19.9459;6.99397;115.073;115.058;8.32987;123
96531;1;6;4;985.7;-6.9;0.0;89.9;0.9;104.9;1.0505;35.6551;42.1832;17.949;6.25415;113.059;117.11;8.41805;124
96532;1;6;5;985.5;-6.8;0.0;90.1;0.9;107.2;1.04098;36.3714;45.2929;17.6929;5.59373;105.814;117.813;8.33773;125
96533;1;6;6;985.8;-6.7;0.0;89.8;0.9;106.9;1.0344799999999998;35.5042;43.9289;17.4818;5.84784;106.804;110.676;8.2238;126
96534;1;6;7;985.9;-6.5;0.0;89.8;0.7;101.5;1.02167;34.8336;45.015;18.2748;5.48551;104.663;114.717;8.19378;127
96535;1;6;8;986.0;-6.7;0.0;90.6;1.0;113.9;1.05316;34.231;45.9333;16.6267;6.29697;110.615;115.507;8.34858;128
96536;1;6;9;986.4;-6.5;0.0;91.3;0.9;101.6;1.03985;31.6538;46.7542;19.2462;8.09036;;113.408;8.18507;129
96537;1;6;10;986.6;-6.0;0.0;90.4;1.2;115.3;1.1173799999999998;30.2738;50.7779;23.4742;12.7666;118.249;124.316;8.45384;130
96538;1;6;11;986.7;-5.1;0.0;86.7;1.0;111.2;1.07378;30.5373;49.4845;24.6846;16.0869;114.251;122.196;8.82344;131
96539;1;6;12;986.3;-4.4;0.0;84.2;0.8;105.0;1.03073;31.4189;47.2097;23.4562;20.5631;;116.756;8.4306;132
96540;1;6;13;986.1;-3.8;0.0;80.5;0.9;94.4;0.947639;31.7324;43.8231;21.2052;24.1929;105.96;107.106;7.682060000000001;133
96541;1;6;14;986.0;-3.7;0.0;79.4;1.0;92.5;1.01669;35.111;46.6884;16.6571;25.4193;118.326;117.478;8.2778;134
96542;1;6;15;986.1;-3.9;0.3;81.1;1.0;96.4;1.01224;39.056;48.0376;14.5352;25.913;;120.761;8.47217;135
96543;1;6;16;986.6;-4.1;0.2;83.1;0.6;87.7;1.04052;43.0744;50.20399999999999;12.7199;19.9816;123.467;123.644;8.4901;136
96544;1;6;17;986.8;-4.5;0.5;87.0;0.5;37.3;1.22826;50.983;63.7226;11.2974;9.4045;145.05100000000004;149.009;9.38178;137
96545;1;6;18;987.0;-5.0;0.2;90.4;0.6;27.1;1.2622;50.6701;67.3466;10.7736;7.3917899999999985;148.15;149.191;9.93132;138
96546;1;6;19;987.0;-5.4;0.0;92.2;0.6;32.6;1.2732;46.8807;67.4805;10.7902;6.9346;146.21;151.661;9.92974;139
96547;1;6;20;987.0;-5.5;0.0;93.4;0.4;45.9;1.21244;42.4218;54.5917;10.6255;6.71347;139.011;142.674;9.57028;140
96548;1;6;21;987.2;-5.6;0.0;93.9;0.8;22.1;1.31869;44.8577;75.2574;12.4288;7.11067;153.877;157.695;9.88106;141
96549;1;6;22;987.2;-5.7;0.0;93.7;0.5;9.2;1.33625;43.3512;65.0494;12.9688;6.70175;158.543;163.30700000000004;10.3481;142
96550;1;6;23;987.4;-6.0;0.0;94.6;0.7;351.6;1.43015;42.585;66.2833;15.2097;7.37643;163.81;169.03400000000005;10.4241;143
96551;1;7;0;987.6;-6.1;0.0;95.8;0.6;338.4;1.44806;41.7709;61.8611;17.19;7.49309;167.06799999999996;171.15400000000002;10.5555;144
96552;1;7;1;987.4;-6.3;0.0;96.5;0.8;2.1;1.3686;39.9955;59.0703;16.3965;6.89918;158.1;163.244;10.3988;145
96553;1;7;2;987.3;-6.8;0.0;96.4;0.6;13.6;1.37174;38.2802;59.3684;15.9476;7.28105;154.843;158.751;10.0067;146
96554;1;7;3;987.5;-7.0;0.0;97.2;0.4;20.6;1.36943;36.9273;66.1584;16.045;7.087460000000001;151.85299999999995;156.97299999999996;10.0441;147
96555;1;7;4;987.7;-6.8;0.0;96.6;0.5;353.8;1.29652;35.9947;61.9748;17.9228;6.48174;145.088;147.769;9.81804;148
96556;1;7;5;987.9;-7.1;0.0;96.4;0.7;328.8;1.06997;33.0992;50.4389;13.9505;5.24835;119.916;126.266;8.99734;149
96557;1;7;6;987.9;-6.9;0.0;96.2;0.5;338.1;1.05829;33.1316;59.6155;13.8834;5.41314;122.931;129.326;8.61341;150
96558;1;7;7;988.1;-6.9;0.0;96.2;0.6;354.2;1.09483;33.91;75.809;13.1075;5.18764;119.198;126.692;8.52017;151
96559;1;7;8;988.3;-7.1;0.0;96.6;0.7;350.1;1.07433;34.6258;80.9789;12.6531;5.57076;113.28;120.603;8.51747;152
96560;1;7;9;988.4;-6.7;0.0;96.6;0.3;45.1;1.10406;34.6726;101.253;14.2444;6.10645;113.808;119.908;8.625910000000001;153
96561;1;7;10;988.1;-6.1;0.0;95.6;0.5;82.6;0.996906;31.0124;79.4076;15.0318;6.3833;120.388;120.565;8.34372;154
96562;1;7;11;987.4;-5.6;0.1;92.3;0.6;95.0;1.0557;32.4036;86.9698;17.1186;6.96292;;132.605;8.25025;155
96563;1;7;12;987.2;-5.4;0.1;87.3;1.0;108.9;1.11331;36.9661;77.8671;20.9828;9.56546;134.153;139.476;8.285680000000001;156
96564;1;7;13;986.6;-4.9;0.1;86.4;0.8;102.4;1.1465299999999998;38.0915;82.9142;19.8763;12.2961;134.149;146.35399999999996;8.58794;157
96565;1;7;14;986.2;-4.6;0.1;85.4;0.7;109.0;1.21974;43.2476;80.4454;20.5666;12.1861;151.306;157.904;8.939110000000003;158
96566;1;7;15;985.6;-4.3;0.5;84.6;1.0;108.9;1.1225;44.4624;77.755;15.9259;8.95996;147.19299999999996;149.707;8.78456;159
96567;1;7;16;985.5;-4.5;0.1;86.6;0.9;106.7;1.11275;42.5504;72.3459;14.3713;6.4864;138.688;147.315;8.17093;160
96568;1;7;17;985.5;-4.7;0.1;89.1;1.2;110.4;1.1591200000000002;44.5995;73.8423;12.3273;4.38017;150.85299999999995;162.741;8.815539999999997;161
96569;1;7;18;985.7;-4.6;0.0;90.5;1.2;111.4;1.21394;44.4432;67.6336;14.2118;4.49503;154.86;167.047;9.27036;162
96570;1;7;19;985.6;-4.6;0.1;91.5;1.3;116.9;1.18056;40.038;58.7727;13.4915;4.524769999999998;145.517;152.81799999999996;9.3956;163
96571;1;7;20;985.6;-4.6;0.1;92.4;1.1;112.4;1.14252;35.5967;57.6233;14.2835;4.01494;132.945;142.035;9.12114;164
96572;1;7;21;985.5;-4.6;0.1;92.7;1.0;114.8;1.1189;33.4616;54.9589;14.0492;3.86826;131.683;138.755;8.69308;165
96573;1;7;22;985.0;-4.6;0.1;93.8;1.0;119.4;1.22614;33.2325;59.6319;15.3298;4.42136;133.825;141.701;8.88415;166
96574;1;7;23;985.0;-4.3;0.0;95.3;1.1;125.8;1.29432;33.2044;59.5097;17.0503;4.31799;144.713;157.213;9.239;167
96575;1;8;0;984.7;-4.3;0.1;96.3;1.1;128.6;1.3455700000000002;38.5491;67.0825;22.1136;4.14839;163.627;173.38;9.82377;168
96576;1;8;1;984.2;-4.7;0.1;98.0;1.3;141.5;1.25564;43.9623;63.2953;20.7683;4.43909;141.934;163.227;9.76456;169
96577;1;8;2;983.8;-4.1;0.1;91.7;2.0;161.5;0.694184;35.3049;39.1007;20.9027;24.5859;82.9708;90.8252;7.58736;170
96578;1;8;3;983.3;-4.0;0.0;86.2;1.6;156.3;0.4717310000000001;27.0939;28.8549;18.6383;35.6365;54.3047;54.26600000000001;5.59053;171
96579;1;8;4;983.4;-4.3;0.1;85.3;1.9;162.4;0.433489;29.8476;32.0884;21.6568;34.5021;46.0498;51.9206;4.80564;172
96580;1;8;5;983.3;-4.6;0.0;90.6;1.5;165.3;0.5176310000000001;25.5901;27.6907;14.9777;34.1569;55.9752;60.7701;5.20722;173
96581;1;8;6;983.2;-4.6;0.0;96.8;1.2;174.3;0.6312800000000001;29.2944;32.8117;11.9651;28.0577;64.0422;70.1457;5.89712;174
96582;1;8;7;983.3;-4.3;0.1;98.6;1.0;182.5;0.7039489999999999;37.6659;44.3609;11.5797;20.3957;64.7691;75.0603;6.07491;175
96583;1;8;8;983.6;-3.4;0.1;98.6;0.7;200.0;0.813361;60.6448;102.393;13.5914;5.61792;61.3369;68.8354;6.24177;176
96584;1;8;9;984.0;-2.8;0.1;98.6;0.7;190.6;1.05747;65.4671;169.268;21.4528;4.49376;69.4719;78.0935;6.8959;177
96585;1;8;10;984.4;-0.6;0.2;82.6;1.5;246.8;0.491865;52.1505;103.39;19.8327;17.9259;40.6256;51.4602;5.6551;178
96586;1;8;11;984.6;0.6;0.6;68.7;1.4;264.0;0.411276;48.0822;84.3064;13.4974;27.0412;26.0686;44.15;4.3699;179
96587;1;8;12;984.8;1.8;0.6;63.5;1.8;268.3;0.377518;39.1485;61.3977;11.5825;36.0615;24.1861;40.7439;4.05551;180
96588;1;8;13;985.0;2.3;0.0;61.2;1.9;271.3;0.325787;36.0101;53.6713;8.28691;40.8234;12.9545;37.8861;3.67192;181
96589;1;8;14;985.2;3.3;0.0;56.8;2.3;276.9;0.283433;29.9305;43.872;6.816839999999999;47.8409;13.6734;38.3869;3.06926;182
